26,"AEG","Aegon N.V.","Financial","Insurance - Diversified","Netherlands",8321.00,5.08,4.12,2.61%,4488082
27,"AEL","American Equity Investment Life Holding Company","Financial","Insurance - Life","USA",3148.29,4.66,34.74,0.98%,293329
28,"AEM","Agnico Eagle Mines Limited","Basic Materials","Gold","Canada",19797.46,21.91,43.12,1.20%,1414050
29,"AER","AerCap Holdings N.V.","Industrials","Airports & Air Services","Ireland",9496.69,,40.82,1.95%,387548
30,"AES","The AES Corporation","Utilities","Utilities - Diversified","USA",13704.50,,20.43,0.39%,1819142
31,"AFL","Aflac Incorporated","Financial","Insurance - Life","USA",34430.37,8.91,54.40,0.17%,971431
32,"AGCO","AGCO Corporation","Industrials","Farm & Heavy Construction Machinery","USA",6727.98,7.73,92.44,0.53%,321319
33,"AGI","Alamos Gold Inc.","Basic Materials","Gold","Canada",3711.79,,7.31,3.54%,3836624
34,"AGNC","AGNC Investment Corp.","Real Estate","REIT - Mortgage","USA",5982.01,,11.66,-0.21%,5406618
35,"AIG","American International Group, Inc.","Financial","Insurance - Diversified","USA",38357.78,4.32,50.01,-0.14%,2129074
36,"AJG","Arthur J. Gallagher & Co.","Financial","Insurance Brokers","USA",34185.94,36.36,163.40,-1.41%,226915
37,"AKAM","Akamai Technologies, Inc.","Technology","Software - Infrastructure","USA",13919.27,23.78,88.80,0.44%,406044
38,"AL","Air Lease Corporation","Industrials","Rental & Leasing Services","USA",3596.35,,34.04,1.07%,194994
39,"ALB","Albemarle Corporation","Basic Materials","Specialty Chemicals","USA",23032.33,84.40,203.46,1.38%,438474
40,"ALGN","Align Technology, Inc.","Healthcare","Medical Devices","USA",19477.93,28.71,254.68,-0.08%,396490
41,"ALK","Alaska Air Group, Inc.","Industrials","Airlines","USA",5143.10,11.63,41.53,0.53%,1340715
42,"ALKS","Alkermes plc","Healthcare","Biotechnology","Ireland",4871.71,,29.62,-1.04%,1194271
43,"ALL","The Allstate Corporation","Financial","Insurance - Property & Casualty","USA",33251.18,10.93,120.30,-1.71%,803558
44,"ALLE","Allegion plc","Industrials","Security & Protection Services","Ireland",8394.28,18.64,95.70,-1.35%,276725
45,"ALLY","Ally Financial Inc.","Financial","Credit Services","USA",10705.66,4.20,34.47,0.12%,2848385
46,"ALNY","Alnylam Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",16737.30,,141.17,-2.90%,270629
47,"ALSN","Allison Transmission Holdings, Inc.","Consumer Cyclical","Auto Parts","USA",3599.32,8.56,37.19,-0.52%,231881
48,"ALV","Autoliv, Inc.","Consumer Cyclical","Auto Parts","Sweden",6300.70,18.05,75.28,1.11%,490769
49,"AM","Antero Midstream Corporation","Energy","Oil & Gas Midstream","USA",4430.26,13.56,9.59,3.51%,2886314
50,"AMAT","Applied Materials, Inc.","Technology","Semiconductor Equipment & Materials","USA",79747.80,12.61,93.30,-1.24%,3188841
51,"AMBA","Ambarella, Inc.","Technology","Semiconductor Equipment & Materials","USA",2478.48,,67.10,-1.67%,305313
52,"AMC","AMC Entertainment Holdings, Inc.","Communication Services","Entertainment","USA",7783.37,,16.28,5.92%,46971757
53,"AMD","Advanced Micro Devices, Inc.","Technology","Semiconductors","USA",127371.90,30.25,81.64,0.65%,72315589
54,"AME","AMETEK, Inc.","Industrials","Specialty Industrial Machinery","USA",25338.03,24.95,110.09,-1.44%,481865
55,"AMGN","Amgen Inc.","Healthcare","Drug Manufacturers - General","USA",131193.92,24.48,244.87,-1.54%,1037154
56,"AMH","American Homes 4 Rent","Real Estate","REIT - Residential","USA",12371.29,75.78,35.91,-0.44%,773834
57,"AMKR","Amkor Technology, Inc.","Technology","Semiconductors","USA",4149.08,6.15,17.18,-0.98%,531440
58,"AMP","Ameriprise Financial, Inc.","Financial","Asset Management","USA",24520.93,8.84,230.43,0.04%,254446
59,"AMR","Alpha Metallurgical Resources, Inc.","Basic Materials","Coking Coal","USA",2293.01,3.45,137.26,6.85%,364271
60,"AMX","America Movil, S.A.B. de C.V.","Communication Services","Telecom Services","Mexico",60122.93,15.81,18.82,0.70%,791659
61,"AMZN","Amazon.com, Inc.","Consumer Cyclical","Internet Retail","USA",1125595.06,54.91,114.02,0.41%,43790827
62,"AN","AutoNation, Inc.","Consumer Cyclical","Auto & Truck Dealerships","USA",6510.48,5.29,116.70,1.96%,506266
63,"ANET","Arista Networks, Inc.","Technology","Computer Hardware","USA",30548.78,34.83,100.68,-0.97%,754539
64,"ANGI","Angi Inc.","Communication Services","Internet Content & Information","USA",2160.12,,4.91,0.93%,930523
65,"ANSS","ANSYS, Inc.","Technology","Software - Application","USA",20390.10,46.80,237.72,-1.27%,202845
66,"AON","Aon plc","Financial","Insurance Brokers","Ireland",57044.15,43.14,269.62,-0.73%,352271
67,"AOS","A. O. Smith Corporation","Industrials","Specialty Industrial Machinery","USA",8444.82,17.83,55.75,-1.59%,483746
68,"APA","APA Corporation","Energy","Oil & Gas E&P","USA",10681.46,4.56,32.84,2.66%,4360307
69,"APAM","Artisan Partners Asset Management Inc.","Financial","Asset Management","USA",2799.16,7.46,35.17,-1.59%,212945
70,"APD","Air Products and Chemicals, Inc.","Basic Materials","Chemicals","USA",49228.72,23.04,225.11,-0.04%,499207
71,"APG","APi Group Corporation","Industrials","Engineering & Construction","USA",3495.46,,15.53,1.70%,401252
72,"APH","Amphenol Corporation","Technology","Electronic Components","USA",38659.04,24.85,65.39,-1.10%,647922
73,"APLE","Apple Hospitality REIT, Inc.","Real Estate","REIT - Hotel & Motel","USA",3472.22,42.38,15.68,1.06%,892284
74,"APLS","Apellis Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",4845.64,,44.55,-3.30%,238943
75,"APO","Apollo Global Management, Inc.","Financial","Asset Management","USA",27958.85,15.33,51.32,0.92%,696881
76,"APPN","Appian Corporation","Technology","Software - Infrastructure","USA",3417.70,,46.89,-1.90%,135950
77,"APTV","Aptiv PLC","Consumer Cyclical","Auto Parts","Ireland",23728.23,77.26,91.07,-0.44%,609459
78,"AQUA","Evoqua Water Technologies Corp.","Industrials","Pollution & Treatment Controls","USA",3995.19,78.63,33.05,-0.63%,157321
79,"AR","Antero Resources Corporation","Energy","Oil & Gas E&P","USA",9898.86,,34.06,4.21%,5379055
80,"ARCH","Arch Resources, Inc.","Energy","Thermal Coal","USA",2460.85,4.48,143.54,2.48%,295575
81,"ARE","Alexandria Real Estate Equities, Inc.","Real Estate","REIT - Office","USA",22428.31,51.93,142.59,-0.15%,545501
82,"ARES","Ares Management Corporation","Financial","Asset Management","USA",16998.66,31.28,60.60,-0.15%,232261
83,"ARLP","Alliance Resource Partners, L.P.","Energy","Thermal Coal","USA",2611.25,14.41,21.15,1.43%,741105
84,"ARMK","Aramark","Consumer Cyclical","Restaurants","USA",7737.08,46.74,30.84,0.42%,487844
86,"ARWR","Arrowhead Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",4404.98,,41.73,-2.50%,370940
87,"ASB","Associated Banc-Corp","Financial","Banks - Regional","USA",2645.30,8.81,18.62,1.86%,799999
88,"ASML","ASML Holding N.V.","Technology","Semiconductor Equipment & Materials","Netherlands",181148.44,36.84,472.31,-0.70%,749329
89,"ASND","Ascendis Pharma A/S","Healthcare","Biotechnology","Denmark",4417.53,,86.12,0.93%,415218
90,"ASX","ASE Technology Holding Co., Ltd.","Technology","Semiconductors","Taiwan",11462.11,5.10,5.41,1.12%,2662924
91,"ATCO","Atlas Corp.","Financial","Asset Management","United Kingdom",2596.84,7.00,10.90,3.12%,204692
92,"ATI","ATI Inc.","Industrials","Metal Fabrication","USA",2805.44,,23.01,0.77%,462663
93,"ATKR","Atkore Inc.","Industrials","Specialty Industrial Machinery","USA",3521.48,4.87,84.31,-0.33%,202736
94,"ATUS","Altice USA, Inc.","Communication Services","Telecom Services","USA",2261.15,4.25,8.73,3.75%,1148801
95,"ATVI","Activision Blizzard, Inc.","Communication Services","Electronic Gaming & Multimedia","USA",59610.42,24.51,77.36,-0.04%,2298123
96,"AU","AngloGold Ashanti Limited","Basic Materials","Gold","South Africa",5835.24,9.28,13.94,1.49%,2443032
97,"AUY","Yamana Gold Inc.","Basic Materials","Gold","Canada",4445.51,29.11,4.74,3.83%,17377369
98,"AVB","AvalonBay Communities, Inc.","Real Estate","REIT - Residential","USA",26445.00,24.03,191.26,-0.80%,234503
99,"AVGO","Broadcom Inc.","Technology","Semiconductors","USA",195707.26,24.50,490.51,-0.80%,820120
100,"AVLR","Avalara, Inc.","Technology","Software - Application","USA",7146.17,,83.25,-1.51%,257336
101,"AVT","Avnet, Inc.","Technology","Electronics & Computer Distribution","USA",4203.36,8.16,43.08,-0.37%,282153
102,"AVY","Avery Dennison Corporation","Industrials","Business Equipment & Supplies","USA",13404.22,19.13,165.84,-0.70%,181252
103,"AXP","American Express Company","Financial","Credit Services","USA",102777.94,14.27,142.12,-0.26%,2115216
104,"AXS","AXIS Capital Holdings Limited","Financial","Insurance - Property & Casualty","Bermuda",4431.25,7.22,52.24,0.71%,136808
105,"AXTA","Axalta Coating Systems Ltd.","Basic Materials","Specialty Chemicals","USA",5084.96,18.50,23.08,-0.80%,1017279
106,"AY","Atlantica Sustainable Infrastructure plc","Utilities","Utilities - Renewable","United Kingdom",3600.77,,32.25,-0.22%,202832
107,"AYX","Alteryx, Inc.","Technology","Software - Application","USA",3231.62,,47.64,-1.14%,220570
108,"AZTA","Azenta, Inc.","Healthcare","Medical Instruments & Supplies","USA",4631.98,,63.22,-4.02%,423011
109,"BA","The Boeing Company","Industrials","Aerospace & Defense","USA",87058.75,,148.26,0.35%,11828993
110,"BABA","Alibaba Group Holding Limited","Consumer Cyclical","Internet Retail","China",280151.89,30.22,103.30,0.84%,17168608
111,"BAC","Bank of America Corporation","Financial","Banks - Diversified","USA",242753.81,9.19,32.24,-0.02%,43049143
112,"BAH","Booz Allen Hamilton Holding Corporation","Industrials","Consulting Services","USA",11941.27,26.17,90.64,0.38%,321700
113,"BALL","Ball Corporation","Consumer Cyclical","Packaging & Containers","USA",21314.15,19.65,67.19,1.08%,721394
114,"BAM","Brookfield Asset Management Inc.","Financial","Asset Management","Canada",70961.42,18.25,45.09,0.76%,535948
115,"BAX","Baxter International Inc.","Healthcare","Medical Instruments & Supplies","USA",31933.77,31.12,64.43,-0.74%,990520
116,"BB","BlackBerry Limited","Technology","Software - Infrastructure","Canada",3275.03,,5.76,0.26%,4275088
117,"BBD","Banco Bradesco S.A.","Financial","Banks - Regional","Brazil",29445.69,3.37,3.03,0.33%,24639205
118,"BBVA","Banco Bilbao Vizcaya Argentaria, S.A.","Financial","Banks - Diversified","Spain",25584.42,5.67,4.12,0.12%,3225650
119,"BBWI","Bath & Body Works, Inc.","Consumer Cyclical","Specialty Retail","USA",5938.03,6.29,28.59,3.93%,3406582
120,"BBY","Best Buy Co., Inc.","Consumer Cyclical","Specialty Retail","USA",16018.77,8.03,73.47,1.38%,1422316
121,"BC","Brunswick Corporation","Consumer Cyclical","Leisure","USA",5275.64,9.28,71.01,-0.49%,262975
122,"BCE","BCE Inc.","Communication Services","Telecom Services","Canada",44418.90,19.73,48.74,-0.10%,623618
123,"BCRX","BioCryst Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",2132.77,,11.43,-1.88%,843566
124,"BCS","Barclays PLC","Financial","Banks - Diversified","United Kingdom",28399.12,4.38,7.41,2.21%,6292756
125,"BDX","Becton, Dickinson and Company","Healthcare","Medical Instruments & Supplies","USA",66750.35,37.72,235.98,-1.36%,325273
126,"BE","Bloom Energy Corporation","Industrials","Electrical Equipment & Parts","USA",3043.56,,16.77,4.49%,1633272
127,"BECN","Beacon Roofing Supply, Inc.","Industrials","Building Products & Equipment","USA",3790.30,14.06,55.67,1.40%,194929
128,"BEN","Franklin Resources, Inc.","Financial","Asset Management","USA",12153.17,6.61,24.49,-0.53%,1542990
129,"BERY","Berry Global Group, Inc.","Consumer Cyclical","Packaging & Containers","USA",6862.84,9.77,53.34,1.20%,312913
131,"BFAM","Bright Horizons Family Solutions Inc.","Consumer Cyclical","Personal Services","USA",4921.38,62.64,85.54,0.05%,424320
132,"BG","Bunge Limited","Consumer Defensive","Farm Products","USA",12992.61,6.93,88.21,2.08%,623450
133,"BHC","Bausch Health Companies Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","Canada",3193.68,,8.69,-0.11%,3567939
134,"BHF","Brighthouse Financial, Inc.","Financial","Insurance - Life","USA",2918.63,3.11,40.15,0.17%,214821
135,"BHP","BHP Group Limited","Basic Materials","Other Industrial Metals & Mining","Australia",127987.69,7.84,50.74,2.97%,2805934
136,"BHVN","Biohaven Pharmaceutical Holding Company Ltd.","Healthcare","Biotechnology","USA",10301.05,,145.91,-0.05%,303774
137,"BIDU","Baidu, Inc.","Communication Services","Internet Content & Information","China",49448.97,,141.51,1.01%,1247352
138,"BILI","Bilibili Inc.","Communication Services","Electronic Gaming & Multimedia","China",9019.07,,24.51,7.12%,5983129
139,"BK","The Bank of New York Mellon Corporation","Financial","Asset Management","USA",32667.33,10.76,42.78,-1.45%,2807832
140,"BKI","Black Knight, Inc.","Technology","Software - Infrastructure","USA",9726.16,18.78,62.70,0.16%,586239
141,"BKR","Baker Hughes Company","Energy","Oil & Gas Equipment & Services","USA",27002.83,81.59,27.25,2.13%,3113179
142,"BKU","BankUnited, Inc.","Financial","Banks - Regional","USA",2799.64,8.27,35.40,0.50%,232059
143,"BL","BlackLine, Inc.","Technology","Software - Infrastructure","USA",3910.67,,61.83,-9.74%,842034
144,"BLDP","Ballard Power Systems Inc.","Industrials","Specialty Industrial Machinery","Canada",2018.23,,6.76,7.04%,3488998
145,"BLDR","Builders FirstSource, Inc.","Industrials","Building Products & Equipment","USA",10857.91,5.68,63.91,0.11%,1402803
146,"BLK","BlackRock, Inc.","Financial","Asset Management","USA",89178.96,15.09,598.19,-0.36%,554212
147,"BMO","Bank of Montreal","Financial","Banks - Diversified","Canada",61800.53,6.64,93.53,1.61%,418938
148,"BNS","The Bank of Nova Scotia","Financial","Banks - Diversified","Canada",65843.35,8.83,56.61,1.80%,859410
149,"BOX","Box, Inc.","Technology","Software - Infrastructure","USA",3790.16,,26.91,0.98%,671033
150,"BP","BP p.l.c.","Energy","Oil & Gas Integrated","United Kingdom",82662.80,,27.39,2.74%,8116338
151,"BPMC","Blueprint Medicines Corporation","Healthcare","Biotechnology","USA",3110.72,,52.42,-2.11%,316051
152,"BPOP","Popular, Inc.","Financial","Banks - Regional","USA",5674.12,6.94,77.32,1.13%,197711
153,"BRFS","BRF S.A.","Consumer Defensive","Packaged Foods","Brazil",3243.41,,2.68,-6.29%,2980900
154,"BRKR","Bruker Corporation","Healthcare","Medical Devices","USA",9182.19,33.58,59.58,-4.10%,354818
155,"BRO","Brown & Brown, Inc.","Financial","Insurance Brokers","USA",16456.75,27.51,59.21,-0.17%,703404
156,"BRX","Brixmor Property Group Inc.","Real Estate","REIT - Retail","USA",5954.77,20.74,20.73,0.88%,872917
157,"BSAC","Banco Santander-Chile","Financial","Banks - Regional","Chile",6616.14,8.94,15.38,2.60%,570694
158,"BSBR","Banco Santander (Brasil) S.A.","Financial","Banks - Regional","Brazil",18567.19,13.34,5.08,0.99%,967486
159,"BSM","Black Stone Minerals, L.P.","Energy","Oil & Gas E&P","USA",2816.39,21.06,14.20,2.31%,188803
160,"BSX","Boston Scientific Corporation","Healthcare","Medical Devices","USA",52479.50,71.52,37.40,-0.39%,2666379
161,"BTI","British American Tobacco p.l.c.","Consumer Defensive","Tobacco","United Kingdom",90261.21,12.07,41.43,0.39%,1532886
162,"BTU","Peabody Energy Corporation","Energy","Thermal Coal","USA",2976.80,10.04,21.69,3.33%,4928695
163,"BUD","Anheuser-Busch InBev SA/NV","Consumer Defensive","Beverages - Brewers","Belgium",94230.74,27.25,54.81,0.43%,591320
164,"BURL","Burlington Stores, Inc.","Consumer Cyclical","Apparel Retail","USA",9188.41,37.52,142.48,1.69%,1161933
165,"BWA","BorgWarner Inc.","Consumer Cyclical","Auto Parts","USA",7915.49,12.00,34.23,1.72%,1436297
166,"BWXT","BWX Technologies, Inc.","Industrials","Aerospace & Defense","USA",4928.19,17.13,53.53,-1.14%,216302
167,"BX","Blackstone Inc.","Financial","Asset Management","USA",108635.16,12.68,93.52,0.56%,2007973
168,"BXMT","Blackstone Mortgage Trust, Inc.","Real Estate","REIT - Mortgage","USA",4774.90,10.25,28.59,0.07%,679893
169,"BXP","Boston Properties, Inc.","Real Estate","REIT - Office","USA",13410.00,24.99,87.89,0.57%,582341
170,"BYD","Boyd Gaming Corporation","Consumer Cyclical","Resorts & Casinos","USA",5444.98,11.29,52.81,1.29%,411279
171,"C","Citigroup Inc.","Financial","Banks - Diversified","USA",85716.20,5.89,49.99,0.02%,19036386
172,"CADE","Cadence Bank","Financial","Banks - Regional","USA",4094.24,13.46,23.31,0.76%,467794
173,"CAG","Conagra Brands, Inc.","Consumer Defensive","Packaged Foods","USA",15907.74,18.31,33.67,-0.16%,2800335
174,"CAH","Cardinal Health, Inc.","Healthcare","Medical Distribution","USA",14724.51,,54.80,-0.74%,1151381
175,"CALX","Calix, Inc.","Technology","Software - Application","USA",2492.84,11.90,39.34,-0.53%,258910
176,"CAR","Avis Budget Group, Inc.","Industrials","Rental & Leasing Services","USA",7293.03,4.70,151.66,-0.08%,221677
177,"CARG","CarGurus, Inc.","Communication Services","Internet Content & Information","USA",2568.83,,22.52,0.54%,228335
178,"CAT","Caterpillar Inc.","Industrials","Farm & Heavy Construction Machinery","USA",90641.33,14.63,174.12,0.43%,1573312
179,"CB","Chubb Limited","Financial","Insurance - Property & Casualty","Switzerland",77674.77,9.81,182.23,-1.07%,1133365
180,"CBOE","Cboe Global Markets, Inc.","Financial","Financial Data & Stock Exchanges","USA",12522.65,25.48,120.11,0.95%,314170
181,"CBRE","CBRE Group, Inc.","Real Estate","Real Estate Services","USA",24478.66,13.47,78.22,0.33%,965438
182,"CC","The Chemours Company","Basic Materials","Specialty Chemicals","USA",4821.03,7.03,31.89,1.21%,682522
183,"CCEP","Coca-Cola Europacific Partners PLC","Consumer Defensive","Beverages - Non-Alcoholic","United Kingdom",22606.64,23.07,49.79,0.28%,693014
184,"CCI","Crown Castle International Corp.","Real Estate","REIT - Specialty","USA",74057.40,51.62,170.77,-1.52%,774472
185,"CCJ","Cameco Corporation","Energy","Uranium","Canada",8906.74,,22.76,1.65%,2879322
186,"CCK","Crown Holdings, Inc.","Consumer Cyclical","Packaging & Containers","USA",10737.42,,88.55,0.49%,342634
187,"CCL","Carnival Corporation & plc","Consumer Cyclical","Travel Services","USA",9799.10,,9.65,5.07%,48698798
188,"CDAY","Ceridian HCM Holding Inc.","Technology","Software - Application","USA",7366.48,,49.66,-0.18%,313556
189,"CDNS","Cadence Design Systems, Inc.","Technology","Software - Application","USA",42471.64,58.63,155.63,-0.87%,604404
190,"CDW","CDW Corporation","Technology","Information Technology Services","USA",21451.76,22.31,160.64,-0.54%,210282
191,"CE","Celanese Corporation","Basic Materials","Chemicals","USA",11560.15,5.76,109.49,0.69%,954791
192,"CELH","Celsius Holdings, Inc.","Consumer Defensive","Beverages - Non-Alcoholic","USA",5640.68,641.83,77.66,-3.97%,888028
193,"CEQP","Crestwood Equity Partners LP","Energy","Oil & Gas Midstream","USA",2378.70,,25.72,2.61%,277225
194,"CF","CF Industries Holdings, Inc.","Basic Materials","Agricultural Inputs","USA",16823.76,10.91,83.90,-0.76%,3340989
195,"CFG","Citizens Financial Group, Inc.","Financial","Banks - Regional","USA",17305.94,7.80,37.22,1.14%,3844346
196,"CG","The Carlyle Group Inc.","Financial","Asset Management","USA",11041.78,4.34,32.10,0.25%,728841
197,"CGNX","Cognex Corporation","Technology","Scientific & Technical Instruments","USA",7670.44,29.20,45.07,-0.29%,379674
198,"CHGG","Chegg, Inc.","Consumer Defensive","Education & Training Services","USA",2311.37,42.87,19.73,1.60%,833525
199,"CHKP","Check Point Software Technologies Ltd.","Technology","Software - Application","Israel",15689.75,20.33,121.89,-0.68%,492085
200,"CHRW","C.H. Robinson Worldwide, Inc.","Industrials","Integrated Freight & Logistics","USA",12163.27,13.90,99.19,0.72%,434393
201,"CHTR","Charter Communications, Inc.","Communication Services","Entertainment","USA",89762.85,17.26,474.92,-0.35%,485199
202,"CHX","ChampionX Corporation","Energy","Oil & Gas Equipment & Services","USA",3592.16,27.03,19.04,1.93%,808583
203,"CI","Cigna Corporation","Healthcare","Healthcare Plans","USA",84047.60,17.00,269.96,-1.51%,727136
204,"CIEN","Ciena Corporation","Technology","Communication Equipment","USA",6977.75,17.41,47.15,-0.74%,482822
205,"CIM","Chimera Investment Corporation","Real Estate","REIT - Mortgage","USA",2119.17,13.01,8.90,-2.25%,2103938
206,"CINF","Cincinnati Financial Corporation","Financial","Insurance - Property & Casualty","USA",17818.97,8.92,109.87,-2.23%,401733
207,"CIVI","Civitas Resources, Inc.","Energy","Oil & Gas E&P","USA",3971.20,12.08,49.63,3.27%,343323
208,"CL","Colgate-Palmolive Company","Consumer Defensive","Household & Personal Products","USA",65644.44,32.37,77.60,-0.70%,2065904
209,"CLF","Cleveland-Cliffs Inc.","Basic Materials","Steel","USA",7619.27,2.19,15.57,3.88%,10443053
210,"CLR","Continental Resources, Inc.","Energy","Oil & Gas E&P","USA",22914.45,11.49,64.96,2.85%,837976
211,"CLVT","Clarivate Plc","Technology","Information Technology Services","United Kingdom",8917.99,,13.38,-0.34%,1830727
212,"CM","Canadian Imperial Bank of Commerce","Financial","Banks - Diversified","Canada",41267.42,8.50,46.56,1.77%,561656
213,"CMA","Comerica Incorporated","Financial","Banks - Regional","USA",9351.71,10.31,75.54,1.08%,385552
214,"CMC","Commercial Metals Company","Basic Materials","Steel","USA",4044.90,3.91,34.69,0.81%,411125
215,"CMCSA","Comcast Corporation","Communication Services","Entertainment","USA",177319.09,13.17,40.58,-0.77%,8679215
216,"CMI","Cummins Inc.","Industrials","Specialty Industrial Machinery","USA",27490.40,14.61,198.22,0.95%,424688
217,"CNHI","CNH Industrial N.V.","Industrials","Farm & Heavy Construction Machinery","United Kingdom",14720.86,9.08,11.30,2.68%,2365160
218,"CNI","Canadian National Railway Company","Industrials","Railroads","Canada",77374.80,21.44,112.50,0.75%,468189
219,"CNMD","CONMED Corporation","Healthcare","Medical Devices","USA",2766.14,45.15,95.64,-0.46%,113465
220,"CNP","CenterPoint Energy, Inc.","Utilities","Utilities - Regulated Gas","USA",18329.48,20.56,29.66,0.15%,2151810
221,"CNQ","Canadian Natural Resources Limited","Energy","Oil & Gas E&P","Canada",54978.68,7.83,49.12,3.85%,2252618
222,"CNR","Cornerstone Building Brands, Inc.","Industrials","Building Products & Equipment","USA",3125.37,4.10,24.55,0.06%,637434
223,"CNX","CNX Resources Corporation","Energy","Oil & Gas E&P","USA",3305.74,,17.67,0.51%,1665861
224,"COF","Capital One Financial Corporation","Financial","Credit Services","USA",40661.16,4.25,109.80,1.53%,2230781
225,"COLB","Columbia Banking System, Inc.","Financial","Banks - Regional","USA",2237.41,10.42,29.01,-0.60%,312966
226,"COOP","","Financial","Mortgage Finance","USA",2755.33,2.00,38.53,1.66%,115634
227,"COP","ConocoPhillips","Energy","Oil & Gas E&P","USA",105558.76,8.53,85.71,3.40%,4005790
228,"COST","Costco Wholesale Corporation","Consumer Defensive","Discount Stores","USA",226772.04,41.19,520.69,-0.43%,1516926
229,"COTY","Coty Inc.","Consumer Defensive","Household & Personal Products","USA",5933.08,58.87,7.34,0.48%,2916920
230,"COUP","Coupa Software Incorporated","Technology","Software - Application","USA",4323.70,,59.83,-0.56%,592996
231,"CP","Canadian Pacific Railway Limited","Industrials","Railroads","Canada",86182.00,18.04,71.61,0.85%,1212931
232,"CPE","Callon Petroleum Company","Energy","Oil & Gas E&P","USA",2231.29,4.43,39.24,5.06%,1078432
233,"CPG","Crescent Point Energy Corp.","Energy","Oil & Gas E&P","Canada",4887.62,1.11,7.07,6.39%,10868622
234,"CPRI","Capri Holdings Limited","Consumer Cyclical","Apparel Manufacturing","United Kingdom",5989.65,8.41,43.55,1.97%,1226436
235,"CPRT","Copart, Inc.","Industrials","Specialty Business Services","USA",26871.40,25.82,116.44,0.39%,780331
236,"CPT","Camden Property Trust","Real Estate","REIT - Residential","USA",13901.42,39.80,131.51,-0.43%,206149
237,"CRH","CRH plc","Basic Materials","Building Materials","Ireland",25746.13,10.68,35.13,0.80%,352876
238,"CRI","Carter's, Inc.","Consumer Cyclical","Apparel Retail","USA",3078.30,10.37,78.50,0.56%,432630
239,"CRK","Comstock Resources, Inc.","Energy","Oil & Gas E&P","USA",2815.75,,12.60,0.76%,3164476
240,"CRL","Charles River Laboratories International, Inc.","Healthcare","Diagnostics & Research","USA",10690.84,26.78,212.85,-3.14%,324363
241,"CRM","Salesforce, Inc.","Technology","Software - Application","USA",160234.55,162.50,168.62,0.74%,2483867
