No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
1515,SAIL,"SailPoint Technologies Holdings, Inc.",Technology,Software - Infrastructure,USA,5934.61,,62.98,0.13%,899116
1516,SAN,"Banco Santander, S.A.",Financial,Banks - Diversified,Spain,41422.02,4.53,2.43,-5.81%,17416118
1517,SANM,Sanmina Corporation,Technology,Electronic Components,USA,2468.31,9.56,41.07,0.42%,326755
1518,SAP,SAP SE,Technology,Software - Application,Germany,105974.76,20.23,86.35,-2.23%,1164670
1519,SAVA,"Cassava Sciences, Inc.",Healthcare,Biotechnology,USA,955.22,,23.23,-0.47%,599668
1520,SAVE,"Spirit Airlines, Inc.",Industrials,Airlines,USA,2518.76,,24.17,-0.98%,2127693
1521,SB,"Safe Bulkers, Inc.",Industrials,Marine Shipping,Monaco,402.05,2.14,3.21,-2.43%,1121678
1522,SBGI,"Sinclair Broadcast Group, Inc.",Communication Services,Broadcasting,USA,1511.75,0.72,21.68,4.28%,570954
1523,SBH,"Sally Beauty Holdings, Inc.",Consumer Cyclical,Specialty Retail,USA,1338.53,5.36,12.27,-0.81%,1206784
1524,SBLK,Star Bulk Carriers Corp.,Industrials,Marine Shipping,Greece,2278.33,2.78,22.18,-0.72%,1228947
1525,SBNY,Signature Bank,Financial,Banks - Regional,USA,11877.4,11.06,188.89,0.37%,509304
1526,SBOW,"SilverBow Resources, Inc.",Energy,Oil & Gas E&P,USA,410.5,,26.23,-11.18%,542724
1527,SBRA,"Sabra Health Care REIT, Inc.",Real Estate,REIT - Healthcare Facilities,USA,3258.51,,14.38,1.70%,2098994
1528,SBS,Companhia de Saneamento Basico do Estado de Sao Paulo,Utilities,Utilities - Regulated Water,Brazil,5160.33,10.21,7.79,-1.02%,1202256
1529,SBSW,Sibanye Stillwater Limited,Basic Materials,Gold,South Africa,6795.29,3.73,10.01,-0.79%,3616403
1530,SBUX,Starbucks Corporation,Consumer Cyclical,Restaurants,USA,89137.85,20.81,77.76,-0.18%,5380009
1531,SCCO,Southern Copper Corporation,Basic Materials,Copper,USA,37459.66,10.94,48.36,-1.81%,1305784
1532,SCHW,The Charles Schwab Corporation,Financial,Capital Markets,USA,117828.04,22.54,62.25,-1.10%,6276655
1533,SCI,Service Corporation International,Consumer Cyclical,Personal Services,USA,10993.47,14.61,69.15,-0.85%,654534
1534,SCOR,"comScore, Inc.",Communication Services,Advertising Agencies,USA,172.42,,1.92,-1.03%,231119
1535,SCS,Steelcase Inc.,Industrials,Business Equipment & Supplies,USA,1208.83,61.09,10.69,0.47%,333974
1536,SD,"SandRidge Energy, Inc.",Energy,Oil & Gas E&P,USA,562.2,4.87,15.24,-6.67%,845057
1537,SE,Sea Limited,Communication Services,Electronic Gaming & Multimedia,Singapore,40052.35,,72.51,-0.28%,2557712
1538,SEAC,"SeaChange International, Inc.",Technology,Software - Application,USA,26.95,,0.54,-3.73%,770692
1539,SEAS,"SeaWorld Entertainment, Inc.",Consumer Cyclical,Leisure,USA,3308.96,11.52,42.26,-0.17%,1178235
1540,SEDG,"SolarEdge Technologies, Inc.",Technology,Solar,Israel,14287.52,85.25,265.37,-5.11%,913291
1541,SEE,Sealed Air Corporation,Consumer Cyclical,Packaging & Containers,USA,8454.86,15.91,56.49,-0.41%,649019
1542,SEEL,"Seelos Therapeutics, Inc.",Healthcare,Biotechnology,USA,95.63,,0.96,3.50%,589608
1543,SEIC,SEI Investments Company,Financial,Asset Management,USA,7295.7,12.42,53.23,-1.30%,623595
1544,SELB,"Selecta Biosciences, Inc.",Healthcare,Biotechnology,USA,255.83,8.21,1.74,8.07%,2177098
1545,SEM,Select Medical Holdings Corporation,Healthcare,Medical Care Facilities,USA,3289.39,10.06,25.44,1.68%,403126
1546,SENS,"Senseonics Holdings, Inc.",Healthcare,Diagnostics & Research,USA,481.1,28.95,1.1,-2.65%,1882278
1547,SESN,"Sesen Bio, Inc.",Healthcare,Biotechnology,USA,175.11,3.45,0.87,2.34%,1919234
1548,SF,Stifel Financial Corp.,Financial,Capital Markets,USA,5910.53,8.26,54.9,0.53%,501663
1549,SFIX,"Stitch Fix, Inc.",Consumer Cyclical,Specialty Retail,USA,560.11,,5.14,-0.39%,3576869
1550,SFL,SFL Corporation Ltd.,Industrials,Marine Shipping,Bermuda,1260.78,7.53,9.17,-0.76%,611316
1551,SFNC,Simmons First National Corporation,Financial,Banks - Regional,USA,2742.34,8.58,20.84,0.48%,451240
1552,SGEN,Seagen Inc.,Healthcare,Biotechnology,USA,33041.61,,179,0.95%,1208017
1553,SGH,"SMART Global Holdings, Inc.",Technology,Semiconductors,USA,845.71,13.43,16.83,0.36%,518046
1554,SGMO,"Sangamo Therapeutics, Inc.",Healthcare,Biotechnology,USA,662.82,,4.48,2.28%,1173498
1555,SGRY,"Surgery Partners, Inc.",Healthcare,Medical Care Facilities,USA,2664.71,,29.86,0.20%,340107
1556,SHAK,Shake Shack Inc.,Consumer Cyclical,Restaurants,USA,1745.92,,40.65,3.17%,706820
1557,SHEL,Shell plc,Energy,Oil & Gas Integrated,United Kingdom,173269.21,8.55,47.69,-1.34%,5048888
1558,SHIP,Seanergy Maritime Holdings Corp.,Industrials,Marine Shipping,Greece,120.44,3.01,0.69,-3.61%,2861996
1559,SHLX,"Shell Midstream Partners, L.P.",Energy,Oil & Gas Midstream,USA,5573.02,12.18,14.18,-0.77%,882470
1560,SHO,"Sunstone Hotel Investors, Inc.",Real Estate,REIT - Hotel & Motel,USA,2115.46,26.56,9.72,1.67%,3855419
1561,SHOO,"Steven Madden, Ltd.",Consumer Cyclical,Footwear & Accessories,USA,2633.79,10.79,32.54,-1.21%,532202
1562,SHOP,Shopify Inc.,Technology,Software - Application,Canada,40569.23,261.13,32.38,0.19%,21373948
1563,SHW,The Sherwin-Williams Company,Basic Materials,Specialty Chemicals,USA,64460.65,35.91,246.56,1.90%,1670799
1564,SID,Companhia Siderurgica Nacional,Basic Materials,Steel,Brazil,3631.58,2.31,2.6,-1.52%,5075279
1565,SIEN,"Sientra, Inc.",Healthcare,Medical Devices,USA,51.44,,0.84,-1.13%,187629
1566,SIG,Signet Jewelers Limited,Consumer Cyclical,Luxury Goods,Bermuda,2507.75,6.98,53.55,-1.33%,635345
1567,SIL,Global X Silver Miners ETF,Financial,Exchange Traded Fund,USA,4562.85,,24.1,-1.35%,565152
1568,SIMO,Silicon Motion Technology Corporation,Technology,Semiconductors,Hong Kong,2844.17,13.22,83.09,3.14%,597868
1569,SIOX,Sio Gene Therapies Inc.,Healthcare,Biotechnology,USA,27.44,,0.38,-2.95%,145800
1570,SIRI,Sirius XM Holdings Inc.,Communication Services,Broadcasting,USA,24171.82,17.97,6.2,0.16%,12333511
1571,SITC,SITE Centers Corp.,Real Estate,REIT - Retail,USA,2901.84,26.99,13.47,2.12%,1476369
1572,SIVB,SVB Financial Group,Financial,Banks - Regional,USA,24480.14,13.96,411.5,0.73%,287792
1573,SIX,Six Flags Entertainment Corporation,Consumer Cyclical,Leisure,USA,1933.05,11.36,20.79,2.01%,1812124
1574,SJ,Scienjoy Holding Corporation,Communication Services,Broadcasting,China,143.77,5.67,4.7,0.64%,513382
1575,SJI,"South Jersey Industries, Inc.",Utilities,Utilities - Diversified,USA,4191.47,48.22,33.95,0.24%,398829
1576,SJR,Shaw Communications Inc.,Communication Services,Telecom Services,Canada,13346.93,20.45,26.56,-0.41%,314027
1577,SJT,San Juan Basin Royalty Trust,Energy,Oil & Gas E&P,USA,456.77,10.61,9.7,-3.00%,466129
1578,SKM,"SK Telecom Co.,Ltd",Communication Services,Telecom Services,South Korea,9192.46,15.13,23.34,1.39%,675797
1579,SKT,"Tanger Factory Outlet Centers, Inc.",Real Estate,REIT - Retail,USA,1563.7,64.5,14.77,1.03%,565799
1580,SKX,"Skechers U.S.A., Inc.",Consumer Cyclical,Footwear & Accessories,USA,5679.13,7.5,36.4,0.00%,786486
1581,SKY,Skyline Champion Corporation,Consumer Cyclical,Residential Construction,USA,3057.46,12.71,55.02,0.04%,291419
1582,SKYW,"SkyWest, Inc.",Industrials,Airlines,USA,1101.57,11.75,21.71,4.43%,325416
1583,SLAB,Silicon Laboratories Inc.,Technology,Semiconductors,USA,4515.95,,124.75,0.45%,240314
1584,SLB,Schlumberger Limited,Energy,Oil & Gas Equipment & Services,USA,46343.39,22.39,32.73,-1.92%,10246349
1585,SLCA,"U.S. Silica Holdings, Inc.",Energy,Oil & Gas Equipment & Services,USA,780.68,,10.14,-0.10%,1013644
1586,SLDB,Solid Biosciences Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,USA,74.04,,0.65,0.55%,369226
1587,SLF,Sun Life Financial Inc.,Financial,Insurance - Diversified,Canada,26605.19,8.93,45.25,-0.04%,677988
1588,SLG,SL Green Realty Corp.,Real Estate,REIT - Office,USA,3036.23,7.15,46.39,3.46%,1179470
1589,SLGN,Silgan Holdings Inc.,Consumer Cyclical,Packaging & Containers,USA,4658.46,11.96,39.85,1.74%,416405
1590,SLI,Standard Lithium Ltd.,Basic Materials,Other Industrial Metals & Mining,Canada,902.36,,4.12,-1.67%,409745
1591,SLM,SLM Corporation,Financial,Credit Services,USA,4252.1,7.21,15.65,-2.13%,3113318
1592,SLRX,"Salarius Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,12.03,,0.21,1.02%,597446
1593,SM,SM Energy Company,Energy,Oil & Gas E&P,USA,3898.36,14.32,31.98,-3.85%,2322859
1594,SMAR,Smartsheet Inc.,Technology,Software - Application,USA,4094.31,,31.19,-6.20%,1326485
1595,SMCI,"Super Micro Computer, Inc.",Technology,Computer Hardware,USA,2107.22,11.84,40.68,0.79%,251600
1596,SMFG,"Sumitomo Mitsui Financial Group, Inc.",Financial,Banks - Diversified,Japan,40349,7.9,5.99,0.00%,3609250
1597,SMG,The Scotts Miracle-Gro Company,Basic Materials,Agricultural Inputs,USA,4565.37,11.32,81.09,0.98%,334789
1598,SMPL,The Simply Good Foods Company,Consumer Defensive,Packaged Foods,USA,3713.45,37.17,35.91,-1.80%,680668
1599,SMSI,"Smith Micro Software, Inc.",Technology,Software - Application,USA,129.52,,2.43,-3.57%,132228
1600,SMTC,Semtech Corporation,Technology,Semiconductors,USA,3313.37,24.3,52.46,-0.34%,347588
1601,SNAP,Snap Inc.,Communication Services,Internet Content & Information,USA,23252.77,,14.04,-0.14%,24778744
1602,SNBR,Sleep Number Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,720.58,8.92,32.62,0.62%,357043
1603,SNDR,"Schneider National, Inc.",Industrials,Trucking,USA,4090.32,9.27,23,0.79%,445557
1604,SNDX,"Syndax Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,1084.89,128.11,18.96,2.43%,259217
1605,SNN,Smith & Nephew plc,Healthcare,Medical Devices,United Kingdom,11714.27,22.69,27.07,0.15%,1782254
1606,SNOA,"Sonoma Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,9.05,,2.89,-2.36%,32851
1607,SNPS,"Synopsys, Inc.",Technology,Software - Infrastructure,USA,47150.37,47.7,306.41,-2.79%,745456
1608,SNV,Synovus Financial Corp.,Financial,Banks - Regional,USA,5283.08,7.53,36.25,0.55%,879986
1609,SOL,ReneSola Ltd,Technology,Solar,USA,310.78,80.67,4.84,0.41%,456710
1610,SOLO,Electrameccanica Vehicles Corp.,Consumer Cyclical,Auto Manufacturers,Canada,186.51,,1.4,2.94%,1174868
1611,SON,Sonoco Products Company,Consumer Cyclical,Packaging & Containers,USA,5691.37,,57.64,-0.35%,262155
1612,SONN,"Sonnet BioTherapeutics Holdings, Inc.",Healthcare,Biotechnology,USA,16.79,,0.29,-0.51%,362593
1613,SONO,"Sonos, Inc.",Technology,Consumer Electronics,USA,2438.95,19.45,19.12,-1.60%,1596177
1614,SONY,Sony Group Corporation,Technology,Consumer Electronics,Japan,103470.8,15.82,82.05,0.07%,414657
1615,SPCE,"Virgin Galactic Holdings, Inc.",Industrials,Aerospace & Defense,USA,1769.99,,6.93,5.16%,6590927
1616,SPG,"Simon Property Group, Inc.",Real Estate,REIT - Retail,USA,32137.73,14.4,97.6,0.39%,1657215
1617,SPGI,S&P Global Inc.,Financial,Financial Data & Stock Exchanges,USA,117404.38,24.97,346.05,-1.58%,1657193
1618,SPLK,Splunk Inc.,Technology,Software - Infrastructure,USA,14897.79,,91.69,-4.96%,1511742
1619,SPNT,SiriusPoint Ltd.,Financial,Insurance - Reinsurance,Bermuda,775.67,,4.57,-0.44%,822359
1620,SPOT,Spotify Technology S.A.,Communication Services,Internet Content & Information,Luxembourg,19477.85,266.97,99.58,0.43%,1135884
1621,SPPI,"Spectrum Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,147.86,,0.81,-1.22%,1213811
1622,SPR,"Spirit AeroSystems Holdings, Inc.",Industrials,Aerospace & Defense,USA,3360.89,,31.89,5.00%,1627340
1623,SPRO,"Spero Therapeutics, Inc.",Healthcare,Biotechnology,USA,24.26,,0.76,-1.69%,171370
1624,SPTN,SpartanNash Company,Consumer Defensive,Food Distribution,USA,1108.13,14.95,30.46,0.49%,260545
1625,SPWH,"Sportsman's Warehouse Holdings, Inc.",Consumer Cyclical,Leisure,USA,438.11,4.48,10.03,0.30%,489379
1626,SPWR,SunPower Corporation,Technology,Solar,USA,2631.86,344.89,16.21,-1.10%,2124494
1627,SQ,"Block, Inc.",Technology,Software - Infrastructure,USA,38657.08,,65.03,2.85%,14329987
1628,SQM,Sociedad Quimica y Minera de Chile S.A.,Basic Materials,Chemicals,Chile,22472.29,17.68,81.33,-1.63%,1472838
1629,SRC,"Spirit Realty Capital, Inc.",Real Estate,REIT - Diversified,USA,5448.68,22.48,40.58,0.20%,1417089
1630,SRCL,"Stericycle, Inc.",Industrials,Waste Management,USA,4014.93,,43.65,-1.00%,251337
1631,SRE,Sempra,Utilities,Utilities - Diversified,USA,46284.18,46.44,146.85,-1.13%,1199224
1632,SREV,"ServiceSource International, Inc.",Technology,Software - Application,USA,146.39,,1.46,-0.68%,113669
1633,SRG,Seritage Growth Properties,Real Estate,REIT - Retail,USA,254.17,,10.49,0.10%,2841290
1634,SRNE,"Sorrento Therapeutics, Inc.",Healthcare,Biotechnology,USA,993.11,,2.62,5.22%,11440162
1635,SRPT,"Sarepta Therapeutics, Inc.",Healthcare,Biotechnology,USA,6855.67,,79.11,-1.26%,780194
1636,SRRK,Scholar Rock Holding Corporation,Healthcare,Biotechnology,USA,355.36,,8,-1.11%,751725
1637,SSNC,"SS&C Technologies Holdings, Inc.",Technology,Software - Application,USA,14658.33,19.55,58.33,-1.03%,917890
1638,SSRM,SSR Mining Inc.,Basic Materials,Gold,USA,3436.71,11.27,16.28,-2.75%,2885706
1639,SSYS,Stratasys Ltd.,Technology,Computer Hardware,USA,1125.25,,17.5,0.98%,968106
1640,ST,Sensata Technologies Holding plc,Technology,Scientific & Technical Instruments,USA,6402.82,19.34,40.32,-0.40%,1660814
1641,STAA,STAAR Surgical Company,Healthcare,Medical Instruments & Supplies,USA,3482.23,124.99,73.62,-1.93%,372257
1642,STAB,"Statera Biopharma, Inc.",Healthcare,Biotechnology,USA,12.96,,0.27,-3.57%,546763
1643,STAG,"STAG Industrial, Inc.",Real Estate,REIT - Industrial,USA,5444.46,23.15,29.89,-0.90%,1384864
1644,STAR,iStar Inc.,Real Estate,REIT - Diversified,USA,1287.28,315.91,13.9,0.72%,317165
1645,STE,STERIS plc,Healthcare,Medical Instruments & Supplies,Ireland,20592.3,86.86,207.94,-0.55%,692368
1646,STGW,Stagwell Inc.,Communication Services,Advertising Agencies,USA,1546.59,153.24,5.21,0.58%,463687
1647,STKL,SunOpta Inc.,Consumer Defensive,Packaged Foods,USA,970.54,,8.9,0.91%,1094083
1648,STLD,"Steel Dynamics, Inc.",Basic Materials,Steel,USA,12475.77,3.39,65.7,-0.29%,1495298
1649,STM,STMicroelectronics N.V.,Technology,Semiconductors,Switzerland,27910.4,12.16,31.15,0.16%,2795052
1650,STNE,StoneCo Ltd.,Technology,Software - Application,Cayman Islands,2682.43,,8.5,8.14%,7748060
1651,STON,StoneMor Inc.,Consumer Cyclical,Personal Services,USA,407.59,,3.43,0.29%,79738
1652,STOR,STORE Capital Corporation,Real Estate,REIT - Diversified,USA,7424.01,24.09,26.52,-1.41%,3646417
1653,STRO,"Sutro Biopharma, Inc.",Healthcare,Biotechnology,USA,274.51,,6.08,2.88%,553392
1654,STT,State Street Corporation,Financial,Asset Management,USA,23136.81,8.45,62.36,-0.54%,2822695
1655,STWD,"Starwood Property Trust, Inc.",Real Estate,REIT - Mortgage,USA,6577.18,9.94,21.48,-0.19%,1938712
1656,STX,Seagate Technology Holdings plc,Technology,Computer Hardware,Ireland,15984.22,9.2,74.78,0.61%,1163228
1657,STXS,"Stereotaxis, Inc.",Healthcare,Medical Instruments & Supplies,USA,162.01,,2.17,5.34%,377803
1658,STZ,"Constellation Brands, Inc.",Consumer Defensive,Beverages - Wineries & Distilleries,USA,45203.63,39.24,240.56,-0.24%,644185
1659,SU,Suncor Energy Inc.,Energy,Oil & Gas Integrated,Canada,44468.33,9.2,30.51,-4.48%,12210056
1660,SUI,"Sun Communities, Inc.",Real Estate,REIT - Residential,USA,19602.29,52.12,159.81,-0.47%,449955
1661,SUM,"Summit Materials, Inc.",Basic Materials,Building Materials,USA,2798.95,20.03,23.58,-0.46%,763764
1662,SUNW,"Sunworks, Inc.",Technology,Solar,USA,53.61,,1.64,3.80%,312732
1663,SUPN,"Supernus Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,1551.66,22.52,29.09,-1.79%,318900
1664,SURF,"Surface Oncology, Inc.",Healthcare,Biotechnology,USA,105.92,,1.93,-4.46%,615558
1665,SVC,Service Properties Trust,Real Estate,REIT - Hotel & Motel,USA,911.67,,5.94,2.95%,1694311
1666,SVM,Silvercorp Metals Inc.,Basic Materials,Silver,Canada,410,13.43,2.31,0.00%,814795
1667,SWAV,"ShockWave Medical, Inc.",Healthcare,Medical Devices,USA,6806.97,246.48,195.21,-3.10%,385438
1668,SWBI,"Smith & Wesson Brands, Inc.",Industrials,Aerospace & Defense,USA,618.72,3.28,13.28,-0.75%,1020572
1669,SWCH,"Switch, Inc.",Technology,Information Technology Services,USA,8248.08,842.5,33.7,-0.03%,1960791
1670,SWI,SolarWinds Corporation,Technology,Software - Infrastructure,USA,1765.19,,10.85,0.09%,551426
1671,SWIR,"Sierra Wireless, Inc.",Technology,Communication Equipment,Canada,979.33,,25.53,6.38%,1396803
1672,SWK,"Stanley Black & Decker, Inc.",Industrials,Tools & Accessories,USA,16435.3,13.75,107.28,-1.37%,1735904
1673,SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors,USA,15588.3,11.72,96.51,1.14%,1513901
1674,SWN,Southwestern Energy Company,Energy,Oil & Gas E&P,USA,6700.47,,5.84,-3.15%,24698610
1675,SXC,"SunCoke Energy, Inc.",Basic Materials,Coking Coal,USA,565.44,9.99,6.69,1.98%,792897
1676,SYF,Synchrony Financial,Financial,Credit Services,USA,15177.61,4.13,30.46,2.39%,6411312
1677,SYK,Stryker Corporation,Healthcare,Medical Devices,USA,74314.88,37.15,195.72,-0.87%,1054292
1678,SYN,"Synthetic Biologics, Inc.",Healthcare,Biotechnology,USA,37.64,,0.24,-1.82%,411170
1679,SYNA,Synaptics Incorporated,Technology,Semiconductors,USA,4698.96,24.73,117.68,2.43%,473704
1680,SYNH,"Syneos Health, Inc.",Healthcare,Diagnostics & Research,USA,7269.26,30.51,70.5,-1.78%,453676
1681,SYRS,"Syros Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,53.8,,0.87,0.57%,321257
1682,SYTA,Siyata Mobile Inc.,Technology,Communication Equipment,Canada,15.58,,1,-0.99%,197209
1683,SYY,Sysco Corporation,Consumer Defensive,Food Distribution,USA,43962.14,44.46,86.39,0.06%,1534403
1684,T,AT&T Inc.,Communication Services,Telecom Services,USA,149956.88,8.69,20.6,-0.29%,26404300
1685,TAK,Takeda Pharmaceutical Company Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Japan,45801.32,26.88,14.41,-0.07%,3151454
1686,TALO,Talos Energy Inc.,Energy,Oil & Gas E&P,USA,1129.19,,13.52,-5.98%,1689503
1687,TAP,Molson Coors Beverage Company,Consumer Defensive,Beverages - Brewers,USA,12273.27,11.64,57.4,2.39%,2292703
1688,TBBK,"The Bancorp, Inc.",Financial,Banks - Regional,USA,1142.73,10.49,20.29,0.05%,364169
1689,TBLT,"ToughBuilt Industries, Inc.",Industrials,Tools & Accessories,USA,3.36,,2.51,-2.33%,3008965
1690,TBPH,"Theravance Biopharma, Inc.",Healthcare,Biotechnology,Cayman Islands,670.07,,8.7,-3.44%,383656
1691,TCBI,"Texas Capital Bancshares, Inc.",Financial,Banks - Regional,USA,2737.18,13.73,54.32,0.85%,409209
1692,TCDA,"Tricida, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,546.54,,9.86,-3.43%,268590
1693,TCMD,"Tactile Systems Technology, Inc.",Healthcare,Medical Devices,USA,124.57,,6.56,-2.96%,226826
1694,TCN,Tricon Residential Inc.,Real Estate,Real Estate Services,Canada,3683.31,2.96,10.34,-0.19%,592951
1695,TCOM,Trip.com Group Limited,Consumer Cyclical,Travel Services,China,15699.73,,24.59,0.33%,3454033
1696,TCRR,TCR2 Therapeutics Inc.,Healthcare,Biotechnology,USA,126.31,,3.41,3.96%,323102
1697,TCRT,"Alaunos Therapeutics, Inc.",Healthcare,Biotechnology,USA,306.9,,1.38,12.20%,1764599
1698,TCS,"The Container Store Group, Inc.",Consumer Cyclical,Specialty Retail,USA,330.11,4.01,6.52,-1.66%,274444
1699,TD,The Toronto-Dominion Bank,Financial,Banks - Diversified,Canada,111840.23,10,62.08,-1.41%,2354276
1700,TDC,Teradata Corporation,Technology,Information Technology Services,USA,3940.6,32.06,37.38,-2.96%,493825
1701,TDOC,"Teladoc Health, Inc.",Healthcare,Health Information Services,USA,6481.1,,39.82,2.29%,4160490
1702,TDS,"Telephone and Data Systems, Inc.",Communication Services,Telecom Services,USA,1782.15,16.98,15.37,1.59%,1111846
1703,TEAM,Atlassian Corporation Plc,Technology,Software - Application,Australia,48909.28,,192.67,-8.70%,3010729
1704,TECK,Teck Resources Limited,Basic Materials,Other Industrial Metals & Mining,Canada,14754.92,4.47,26.21,-0.42%,7750624
1705,TEF,"Telefonica, S.A.",Communication Services,Telecom Services,Spain,28007.1,3.45,4.85,0.41%,1094985
1706,TEL,TE Connectivity Ltd.,Technology,Electronic Components,Switzerland,36342.89,14.95,113.01,0.20%,2093101
1707,TELL,Tellurian Inc.,Energy,Oil & Gas E&P,USA,1686.3,,2.93,-2.33%,10958277
1708,TEN,Tenneco Inc.,Consumer Cyclical,Auto Parts,USA,1592.58,,19.16,0.52%,1690331
1709,TENB,"Tenable Holdings, Inc.",Technology,Software - Infrastructure,USA,5179.38,,46.72,-8.68%,2085450
1710,TER,"Teradyne, Inc.",Technology,Semiconductor Equipment & Materials,USA,14278.15,16.76,89.67,-0.30%,1019425
1711,TEVA,Teva Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Israel,7846.23,,7,2.04%,13390002
1712,TEX,Terex Corporation,Industrials,Farm & Heavy Construction Machinery,USA,2025.49,8.76,28.4,2.23%,671660
1713,TFC,Truist Financial Corporation,Financial,Banks - Regional,USA,63264.7,10.54,47.21,-0.40%,3947969
1714,TGA,TransGlobe Energy Corporation,Energy,Oil & Gas E&P,Canada,236.28,2.29,3.12,-1.58%,698021
1715,TGB,Taseko Mines Limited,Basic Materials,Other Industrial Metals & Mining,Canada,286.55,7.02,0.99,-6.60%,847759
1716,TGH,Textainer Group Holdings Limited,Industrials,Rental & Leasing Services,Bermuda,1298.39,4.8,27.18,1.46%,302096
1717,TGI,"Triumph Group, Inc.",Industrials,Aerospace & Defense,USA,852.31,,13.38,4.45%,637021
1718,TGNA,TEGNA Inc.,Communication Services,Broadcasting,USA,4391.94,8.77,19.62,-1.16%,1384739
1719,TGT,Target Corporation,Consumer Defensive,Discount Stores,USA,67924.41,11.98,144.56,-1.25%,3126684
1720,TGTX,"TG Therapeutics, Inc.",Healthcare,Biotechnology,USA,798.73,,5.63,8.48%,2513790
1721,TH,Target Hospitality Corp.,Energy,Oil & Gas Equipment & Services,USA,765.31,105.64,9.93,9.48%,7492394
1722,THC,Tenet Healthcare Corporation,Healthcare,Medical Care Facilities,USA,5799.63,6.14,53.76,-0.44%,792478
1723,THMO,"ThermoGenesis Holdings, Inc.",Healthcare,Medical Devices,USA,7.28,,0.22,3.61%,1790212
1724,THO,"Thor Industries, Inc.",Consumer Cyclical,Recreational Vehicles,USA,4383.06,4.12,80.66,0.54%,905267
1725,TIGR,UP Fintech Holding Limited,Financial,Capital Markets,China,681.06,,4.39,0.00%,1103833
1726,TIMB,TIM S.A.,Communication Services,Telecom Services,Brazil,5777.46,10.2,12.18,-2.33%,663367
1727,TISI,"Team, Inc.",Industrials,Specialty Business Services,USA,32.08,,0.73,-0.80%,198089
1728,TJX,"The TJX Companies, Inc.",Consumer Cyclical,Apparel Retail,USA,69747.98,21.37,58.98,0.99%,5363765
1729,TK,Teekay Corporation,Energy,Oil & Gas Integrated,Bermuda,264.47,,2.61,-2.97%,398583
1730,TKAT,"Takung Art Co., Ltd.",Consumer Cyclical,Internet Retail,USA,45,,1.79,1.70%,112476
1731,TKC,Turkcell Iletisim Hizmetleri A.S.,Communication Services,Telecom Services,Turkey,2258.59,8.28,2.6,1.17%,505630
1732,TKR,The Timken Company,Industrials,Tools & Accessories,USA,4152.66,11.06,54.05,2.43%,421321
1733,TLRY,"Tilray Brands, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,1503.8,,3.22,2.22%,13241242
1734,TME,Tencent Music Entertainment Group,Communication Services,Internet Content & Information,China,8033.84,18.4,4.47,0.00%,8344430
1735,TMHC,Taylor Morrison Home Corporation,Consumer Cyclical,Residential Construction,USA,3097.71,4.42,26.13,1.24%,909798
1736,TMO,Thermo Fisher Scientific Inc.,Healthcare,Diagnostics & Research,USA,207859.09,27.65,530.93,-4.86%,1631515
1737,TMST,TimkenSteel Corporation,Basic Materials,Steel,USA,801.13,4.66,17.21,-0.23%,461997
1738,TMX,"Terminix Global Holdings, Inc.",Consumer Cyclical,Personal Services,USA,5042.13,43.99,41.39,-0.65%,1958062
1739,TNDM,"Tandem Diabetes Care, Inc.",Healthcare,Medical Devices,USA,3584.47,629.89,54.8,-3.40%,1095783
1740,TNL,Travel + Leisure Co.,Consumer Cyclical,Travel Services,USA,3415.73,10.38,39.95,0.81%,748231
1741,TNXP,Tonix Pharmaceuticals Holding Corp.,Healthcare,Biotechnology,USA,53.9,,1.4,-7.89%,3304497
1742,TOL,"Toll Brothers, Inc.",Consumer Cyclical,Residential Construction,USA,5431.91,6.01,47.93,-0.13%,1144079
1743,TOUR,Tuniu Corporation,Consumer Cyclical,Travel Services,China,162.88,,1.23,0.82%,687401
1744,TPH,"Tri Pointe Homes, Inc.",Consumer Cyclical,Residential Construction,USA,1905.37,4.24,18.66,0.54%,1197551
1745,TPIC,"TPI Composites, Inc.",Industrials,Specialty Industrial Machinery,USA,427.41,,12.05,-1.87%,440323
1746,TPR,"Tapestry, Inc.",Consumer Cyclical,Luxury Goods,USA,7930.66,10.08,31.26,1.23%,3464001
1747,TPX,"Tempur Sealy International, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,4018.39,7.26,22.78,1.92%,2611377
1748,TREX,"Trex Company, Inc.",Industrials,Building Products & Equipment,USA,6516.45,28.25,56.65,1.09%,942663
